"text-gray-900","text-gray-900 2","text-gray-900 3","text-gray-900 4","text-gray-400","text-gray-900 5","font-mono","font-mono 2","font-mono 3","text-gray-900 6","text-gray-400 2"
"7/2/2025","Direct Air Carbon Capture and Sequestration (DACCS)","CarbonCapture","CarbonCapture","—","Patch","0.06","0","0","Contracted",""
"7/2/2025","Mineralization - Ex-situ","O.C.O. Technology","Greenly's Customer","—","Patch","10","10","0","Delivered",""
"7/2/2025","BiCRS - Biochar Carbon Removal (BCR)","Oplandske Bioenergi (OBIO)","Indecap","—","Retired","6","6","6","","—"
"7/2/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","Greenly's Customer","—","Patch","5","5","0","Delivered",""
"7/2/2025","BiCRS - Biochar Carbon Removal (BCR)","Wongphai Co.,Ltd","Greenly's Customer","—","Patch","10","0","0","Contracted",""
"7/1/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","CAWA","6","6","6","Retired",""
"7/1/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","RSHP Architects","—","Supercritical","156","156","156","Retired",""
"7/1/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","RSHP Architects","—","Supercritical","12","12","12","Retired",""
"7/1/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Sirona Technologies","IMC","—","Contracted","100","0","0","","—"
"7/1/2025","Direct Air Carbon Capture and Sequestration (DACCS)","CarbonCapture","CarbonCapture","—","Patch","0.09","0","0","Contracted",""
"7/1/2025","mCDR - Marine Biomass Carbon Capture and Sequestration (MBCCS) - Microalgal","Gigablue","Marine Carbon Removal Ltd","—","Carbon Plant","200,000","0","0","Contracted",""
"7/1/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","Carbonfuture","10,000","0","0","Contracted",""
"7/1/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Pomona College","—","Patch","34","0","0","Contracted",""
"6/30/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","H&M Group","—","Delivered","18","18","0","","—"
"6/30/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Autodesk","—","Retired","14","14","14","","—"
"6/30/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Hafslund Celsio","Microsoft","—","Contracted","1,100,000","0","0","","—"
"6/30/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","McKinsey","—","Retired","31","31","31","","—"
"6/30/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Workday","—","Delivered","24","24","0","","—"
"6/30/2025","BiCRS - Biomass Direct Storage","Graphyte","Not Disclosed","—","CUR8","4","0","0","Contracted",""
"6/30/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Stripe","—","Delivered","386","386","0","","—"
"6/30/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","JPMorgan Chase","—","Retired","75","75","75","","—"
"6/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","Not Disclosed","—","CEEZER","100","100","0","Delivered",""
"6/30/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Watershed","—","Contracted","45","0","0","","—"
"6/30/2025","BiCRS - Biochar Carbon Removal (BCR)","SRCNatura Sure","Foster + Partners","—","Retired","306","306","306","","—"
"6/30/2025","BiCRS - Biomass Direct Storage","Graphyte","Not Disclosed","—","CUR8","290","0","0","Contracted",""
"6/30/2025","BiCRS - Biomass Direct Storage","Graphyte","Not Disclosed","—","CUR8","50","0","0","Contracted",""
"6/30/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Meta Platforms","—","Delivered","1,217","1,217","0","","—"
"6/28/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Vaulted Deep","—","Patch","0.11","0","0","Contracted",""
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","63","63","0","Delivered",""
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","72","72","0","Delivered",""
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","1,079","1,079","0","Delivered",""
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","11.99","11.99","11.99","","—"
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","241","241","0","Delivered",""
"6/27/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Deep Sky","Wild Assets","—","Contracted","10,000","0","0","","—"
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","14.9","14.9","14.9","","—"
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","10.29","10.29","10.29","","—"
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","51","51","0","Delivered",""
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","Retired","10","10","10","","—"
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","61","61","0","Delivered",""
"6/27/2025","mCDR - Marine Biomass Carbon Capture and Sequestration (MBCCS) - Marine","Rewind.earth","Rewind","—","Patch","0.03","0","0","Contracted",""
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","35","35","0","Delivered",""
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","335","335","0","Delivered",""
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","44","44","0","Delivered",""
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","33.44","33.44","33.44","","—"
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","26","26","0","Delivered",""
"6/27/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","12.22","12.22","12.22","","—"
"6/26/2025","BiCRS - Biochar Carbon Removal (BCR)","Releaf Earth","WRLD Foundation","—","Milkywire","53","0","0","Contracted",""
"6/26/2025","mCDR - Alkalinity Enhancement - Ocean","Planeteers","WRLD Foundation","—","Milkywire","12","0","0","Contracted",""
"6/26/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Not Disclosed","—","Contracted","1,115","0","0","","—"
"6/26/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Arbon","Klarna","—","Milkywire","46","0","0","Contracted",""
"6/26/2025","mCDR - Alkalinity Enhancement - Ocean","Planeteers","Not Disclosed","—","Milkywire","107","0","0","Contracted",""
"6/26/2025","Direct Air Carbon Capture and Sequestration (DACCS)","NeoCarbon","Klarna","—","Milkywire","54","0","0","Contracted",""
"6/26/2025","BiCRS - Biochar Carbon Removal (BCR)","Releaf Earth","Klarna","—","Milkywire","172","0","0","Contracted",""
"6/26/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Norma","WRLD Foundation","—","Milkywire","25","0","0","Contracted",""
"6/26/2025","BiCRS - Biochar Carbon Removal (BCR)","Planboo","WRLD Foundation","—","Milkywire","227","227","0","Delivered",""
"6/26/2025","BiCRS - Biochar Carbon Removal (BCR)","Releaf Earth","Not Disclosed","—","Milkywire","476","0","0","Contracted",""
"6/26/2025","BiCRS - Biochar Carbon Removal (BCR)","Planboo","Klarna","—","Milkywire","165","165","0","Delivered",""
"6/26/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Kairos Carbon","WRLD Foundation","—","Milkywire","20","0","0","Contracted",""
"6/26/2025","Enhanced Weathering (EW)","ZeroEx","WRLD Foundation","—","Milkywire","72","0","0","Contracted",""
"6/26/2025","BiCRS - Biochar Carbon Removal (BCR)","WasteX","Klarna","—","Milkywire","217","0","0","Contracted",""
"6/26/2025","BiCRS - Biochar Carbon Removal (BCR)","WasteX","WRLD Foundation","—","Milkywire","250","108.73","108.73","Partial",""
"6/26/2025","Direct Air Carbon Capture and Sequestration (DACCS)","NeoCarbon","WRLD Foundation","—","Milkywire","17","0","0","Contracted",""
"6/26/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","WRLD Foundation","—","Milkywire","417","417","417","Retired",""
"6/26/2025","BiCRS - Biomass Direct Storage","Carbonsate","Klarna","—","Milkywire","461","0","0","Contracted",""
"6/26/2025","Mineralization - Ex-situ","Karbonetiq","Not Disclosed","—","Milkywire","328","0","0","Contracted",""
"6/26/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Kairos Carbon","Klarna","—","Milkywire","65","0","0","Contracted",""
"6/26/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Norma","Klarna","—","Milkywire","22","0","0","Contracted",""
"6/26/2025","Mineralization - Ex-situ","Karbonetiq","Klarna","—","Milkywire","102","0","0","Contracted",""
"6/26/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Kairos Carbon","Not Disclosed","—","Milkywire","180","0","0","Contracted",""
"6/26/2025","Mineralization - Ex-situ","Karbonetiq","WRLD Foundation","—","Milkywire","31","0","0","Contracted",""
"6/26/2025","Direct Air Carbon Capture and Sequestration (DACCS)","NeoCarbon","Not Disclosed","—","Milkywire","150","0","0","Contracted",""
"6/26/2025","Enhanced Weathering (EW)","Flux Carbon","Klarna","—","Milkywire","77","0","0","Contracted",""
"6/26/2025","Enhanced Weathering (EW)","ZeroEx","Klarna","—","Milkywire","63","0","0","Contracted",""
"6/26/2025","mCDR - Direct Ocean Removal","BlueShift","WRLD Foundation","—","Milkywire","10","10","0","Delivered",""
"6/26/2025","mCDR - Alkalinity Enhancement - Ocean","Planeteers","Klarna","—","Milkywire","39","0","0","Contracted",""
"6/26/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Arbon","WRLD Foundation","—","Milkywire","54","0","0","Contracted",""
"6/26/2025","BiCRS - Biomass Direct Storage","Carbonsate","WRLD Foundation","—","Milkywire","264","264","264","Retired",""
"6/26/2025","Enhanced Weathering (EW)","InPlanet","Klarna","—","Milkywire","127","0","0","Contracted",""
"6/26/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","Klarna","—","Milkywire","361","0","0","Contracted",""
"6/24/2025","BiCRS - Biochar Carbon Removal (BCR)","Miotech","REPT BATTERO Energy Co","—","Retired","7","7","7","","—"
"6/24/2025","Direct Air Carbon Capture and Sequestration (DACCS)","1PointFive","JPMorgan Chase","—","Contracted","50,000","0","0","","—"
"6/24/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Klimate APS","—","Delivered","5","5","0","","—"
"6/24/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Watershed","—","Contracted","17","0","0","","—"
"6/24/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Vaulted Deep","—","Patch","0.11","0","0","Contracted",""
"6/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Bionero","Not Disclosed","—","Carbonfuture","2,213","2,213","1,938.35","Delivered",""
"6/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","Not Disclosed","—","CEEZER","700","700","0","Delivered",""
"6/22/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","16.47","16.47","16.47","","—"
"6/22/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","0.34","0.34","0.34","","—"
"6/22/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","3.85","3.85","3.85","","—"
"6/22/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","27.52","27.52","27.52","","—"
"6/20/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","GF Hakan","—","Supercritical","55","55","55","Retired",""
"6/20/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Not Disclosed","—","Contracted","23","0","0","","—"
"6/20/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Softwire","—","Supercritical","175","175","175","Retired",""
"6/20/2025","BiCRS - Biochar Carbon Removal (BCR)","Planboo","Workday","—","Patch","1,275","1,275","1,275","Retired",""
"6/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","South Pole","—","South Pole","16,195","16,195","0","Delivered",""
"6/19/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Sirona Technologies","EQT AB","—","Patch","504","0","0","Contracted",""
"6/19/2025","Mineralization - Microbial","Andes","Princeville Capital","—","Patch","12","12","0","Delivered",""
"6/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Wongphai Co.,Ltd","EQT AB","—","Patch","1,849","866","0","Partial",""
"6/19/2025","Mineralization - Microbial","Andes","EQT AB","—","Patch","3,150","3,150","0","Delivered",""
"6/19/2025","Enhanced Weathering (EW)","Mati","EQT AB","—","Patch","859","0","0","Contracted",""
"6/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carbo Culture","EQT AB","—","Patch","1,135","0","0","Contracted",""
"6/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Supercritical","—","Supercritical","37","37","37","Retired",""
"6/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Skaala","—","Supercritical","390","390","390","Retired",""
"6/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Team17 Group plc","—","Supercritical","19","19","19","Retired",""
"6/18/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Not Disclosed","—","Contracted","1","0","0","","—"
"6/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Softwire","—","Supercritical","322","322","322","Retired",""
"6/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Orms","—","Supercritical","19","19","19","Retired",""
"6/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Hawkins Brown","—","Supercritical","39","39","39","Retired",""
"6/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Reima","—","Supercritical","10","10","10","Retired",""
"6/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Sapphire Ventures","—","Supercritical","25","25","25","Retired",""
"6/18/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Not Disclosed","","Climacrux","285","0","0","Climacrux",""
"6/18/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Not Disclosed","","Patch","16","0","0","Patch",""
"6/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Lightspeed","—","Supercritical","59","59","59","Retired",""
"6/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","Delivered","5,720","5,720","5,719.8","","—"
"6/17/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","10.76","10.76","10.76","","—"
"6/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Bara Mineraler","Not Disclosed","—","Carbonfuture","96","96","0","Delivered",""
"6/17/2025","Enhanced Weathering (EW)","Not Disclosed","SAP","—","Climeworks Solutions","11,910","975","0","Partial",""
"6/17/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","5.8","5.8","5.8","","—"
"6/14/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","JPMorgan Chase","—","Retired","240","240","240","","—"
"6/14/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Microsoft","—","Delivered","51.09","51.09","0","","—"
"6/13/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Starling Bank","—","Patch","982","982","982","Retired",""
"6/12/2025","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Thanks a Ton","—","Patch","0.01","0","0","Contracted",""
"6/11/2025","Mineralization - Ex-situ","O.C.O. Technology","Not Disclosed","—","Patch","60","60","60","Retired",""
"6/11/2025","BiCRS - Biochar Carbon Removal (BCR)","Siotuu","Not Disclosed","—","CEEZER","104","104","0","Delivered",""
"6/11/2025","Mineralization - Ex-situ","Neustark","EY GmbH & Co","—","Retired","4","4","4","","—"
"6/10/2025","Mineralization - Ex-situ","O.C.O. Technology","Greenly's Customer","—","Patch","18","18","18","Retired",""
"6/10/2025","Mineralization - Ex-situ","O.C.O. Technology","Not Disclosed","—","Patch","13","13","13","Retired",""
"6/10/2025","Mineralization - Ex-situ","O.C.O. Technology","Atrium Group Services Limited","—","Patch","44","44","44","Retired",""
"6/10/2025","Mineralization - Ex-situ","O.C.O. Technology","Walk it Back","—","Patch","7","7","7","Retired",""
"6/10/2025","Mineralization - Ex-situ","O.C.O. Technology","Lendis","—","Patch","2","2","2","Retired",""
"6/10/2025","Mineralization - Ex-situ","O.C.O. Technology","McKinsey","—","Patch","13","13","13","Retired",""
"6/10/2025","Mineralization - Ex-situ","O.C.O. Technology","Plank Hardware","—","Patch","2","2","2","Retired",""
"6/6/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","Pipedrive Inc","—","Patch","28","28","28","Retired",""
"6/6/2025","BiCRS - Biochar Carbon Removal (BCR)","Oregon Biochar Solutions","JPMorgan Chase","—","GECA Environnement","796","796","796","Retired",""
"6/6/2025","BiCRS - Biochar Carbon Removal (BCR)","GECA Environment","Six Recruitment ltd","—","GECA Environnement","20","20","20","Retired",""
"6/6/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","Delivered","10","10","0","","—"
"6/6/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","Not Disclosed","—","Patch","0.68","0.68","0.68","Retired",""
"6/6/2025","BiCRS - Biochar Carbon Removal (BCR)","Oregon Biochar Solutions","JPMorgan Chase","—","GECA Environnement","204","204","204","Retired",""
